,name,department,rating,total_ratings,would take again,difficulty
3159,Binyam Belachew,Biology,5.0,1 ratings,100%,4
3160,Aaron Sandel,Anthropology,4.3,7 ratings,100%,1.7
3161,Raphaël Nonin,French & Italian,0.0,0 ratings,100%,0
3162,J Budziszewski,Political Science,3.1,27 ratings,80%,4
3163,Dylan Gilbert,French & Italian,0.0,0 ratings,100%,0
3164,Sarah Oh,Film,1.0,1 ratings,0%,4
3165,Jermani Ludena,Spanish & Portuguese,0.0,0 ratings,N/A,0
3166,Brianna McCslin,Social Science,0.0,0 ratings,N/A,0
3167,Brianna McCaslin,Social Science,2.0,1 ratings,N/A,2
3168,Toshita Sharma,Business,1.0,1 ratings,N/A,5
3169,Debbie Ramírez,Spanish & Portuguese,5.0,1 ratings,100%,3
3170,Dev Niyogi,Geology,5.0,1 ratings,100%,3
3171,Earnest Mazique,Theatre & Dance,5.0,1 ratings,100%,2
3172,Annette Rodriguez,American Studies,4.0,1 ratings,100%,4
3173,Ashley Castleberry,First Year Experience,0.0,0 ratings,N/A,0
3174,Micah Barber,Film,4.2,13 ratings,100%,2.4
3175,Suzanne Jacobs,Physics,5.0,1 ratings,100%,1
3176,Madeline Penn,First Year Experience,5.0,1 ratings,100%,1
3177,joseph hirsh,Mathematics,0.0,0 ratings,100%,0
3178,Oviya Govindan,Anthropology,0.0,0 ratings,100%,0
3179,Ekaterina Levina,Linguistics,5.0,1 ratings,100%,3
3180,Brian Hurley,International Studies,4.0,1 ratings,100%,3
3181,Amy Thompson,Geography,5.0,1 ratings,100%,3
3182,Shannon Woods,Theatre & Dance,5.0,1 ratings,100%,1
3183,Harry Rosenberg,Philosophy,1.0,1 ratings,0%,5
3184,Andrea Villalba,Philosophy,0.0,0 ratings,N/A,0
3185,Sarah Farrell,English,0.0,0 ratings,100%,0
3186,Neville Hoad,English,4.6,29 ratings,100%,2.3
3187,Miha Vindis,Social Science,5.0,5 ratings,100%,2.2
3188,Jack Lee,Engineering,3.5,19 ratings,85%,3.5
3189,Todd Curtis,Humanities,3.9,243 ratings,71%,3
3190,Randolph Wilt,Management,0.0,0 ratings,N/A,0
3191,Ram Sudha,Physics,3.0,1 ratings,100%,1
3192,Ahmad Agbaria,Middle Eastern Studies,4.0,1 ratings,100%,2
3193,Ann Johns,Art History,4.0,105 ratings,67%,2.7
3194,Yale Patt,Engineering,3.9,61 ratings,88%,4
3195,Zachary Miner,Mathematics,3.3,62 ratings,56%,3.8
3196,Lewis Fallis,English,4.0,1 ratings,100%,4
3197,Dan Puperi,Engineering,4.4,32 ratings,98%,2.4
3198,Rebecca Robertson,Business,0.0,0 ratings,100%,0
3199,Leigh McAlister,Marketing,0.0,0 ratings,100%,0
3200,Myles Jeffrey,Writing,0.0,0 ratings,N/A,0
3201,Annabelle Roberts,Marketing,4.0,1 ratings,100%,2
3202,Julio Ruiz,Biology,5.0,1 ratings,100%,2
3203,Sandeep Chinchali,Engineering,0.0,0 ratings,N/A,0
3204,Howard Liljestrand,Civil Engineering,4.5,17 ratings,95%,1.9
3205,Elizabeth Heitkemper,Nursing,3.0,1 ratings,N/A,2
3206,Julie Zuñiga,Nursing,5.0,1 ratings,100%,1
3207,Esther Nwokocha,Nursing,3.0,1 ratings,N/A,1
3208,Weston Richey,English,5.0,1 ratings,100%,1
3209,paige welsh,English,0.0,0 ratings,100%,0
3210,Maxwell Stinchcombe,Economics,1.5,25 ratings,10%,4.9
3211,Bruce Pflug,Economics,5.0,1 ratings,100%,1
3212,Subrina Xirong Shen,Management,2.9,15 ratings,50%,3.7
3213,Lisa Koonce,Business,5.0,1 ratings,100%,4
3214,Timothy West,Accounting,4.2,5 ratings,100%,2.8
3215,William Swearingen,Sociology,4.6,27 ratings,90%,2
3216,Katherine Bruner,Biology,4.8,10 ratings,100%,2.4
3217,Mikhail Matz,Biology,3.3,10 ratings,88%,3.5
3218,Mark Bradshaw,Business,3.0,6 ratings,100%,2.7
3219,Shahnaz Hassan,Middle Eastern Studies,4.4,7 ratings,86%,2.7
3220,Stephen Walls,Marketing,3.0,17 ratings,57%,3.8
3221,Tolga Ozyurtcu,Kinesiology Health,4.8,21 ratings,91%,2.3
3222,Kirsten Bradbury,Psychology,4.9,107 ratings,100%,1.9
3223,Matthew Morris,Management,4.0,47 ratings,90%,2.9
3224,Sardar Hussain,Anthropology,2.0,1 ratings,N/A,1
3225,Zoya Brumberg-Kraus,American Studies,1.0,1 ratings,N/A,1
3226,Shannon O'Brien,Political Science,4.5,75 ratings,91%,2.3
3227,Abhijit Mishra,Information Science,0.0,0 ratings,100%,0
3228,Christian Pye,Religion,5.0,1 ratings,100%,3
3229,Calvin Lin,Computer Science,3.2,20 ratings,77%,3.5
3230,Diane Davis,Writing,5.0,1 ratings,100%,2
3231,Zhuoran Jiang,Management & Info Systems,0.0,0 ratings,N/A,0
3232,Derrick Bonyuet,Accounting,4.0,1 ratings,100%,2
3233,Milica Cudina,Mathematics,4.3,21 ratings,95%,2.7
3234,Aaron Rochlen,Education,3.9,11 ratings,88%,2.8
3235,Rich Heyman,Geography,2.6,24 ratings,53%,3
3236,Mihran Aroian,Business,2.8,87 ratings,44%,3.6
3237,Sofian Merabet,Anthropology,2.9,14 ratings,50%,2.5
3238,Brian Anderson,Chemistry,4.4,155 ratings,91%,3.4
3239,Chad Alvarez,Mexican American Studies,4.5,7 ratings,100%,2.4
3240,Liz Moliski,Business,2.8,101 ratings,60%,3.4
3241,Anna Vilner,English,0.0,0 ratings,100%,0
3242,Isabel Ibáñez,Spanish & Portuguese,0.0,0 ratings,N/A,0
3243,Troy Kimmel,Geography,3.5,130 ratings,57%,3.7
3244,Tracey Naumann,Education,5.0,1 ratings,100%,3
3245,Patrick Jamar,Advertising,5.0,1 ratings,100%,3
3246,Michael Novack,Mathematics,4.3,13 ratings,100%,2.9
3247,Peter Kotowski,History,0.0,0 ratings,N/A,0
3248,Sensen Li,Engineering,0.0,0 ratings,N/A,0
3249,Adam Rabinowitz,Classics,4.3,44 ratings,86%,3.8
3250,Janine Barchas,English,2.9,44 ratings,45%,4.2
3251,Joshua Kocher,Finance,0.0,0 ratings,100%,0
3252,Sejali Mittal,Business,0.0,0 ratings,N/A,0
3253,Alice Batt,Writing,4.0,2 ratings,100%,4
3254,Diego Rubio,Economics,5.0,1 ratings,100%,1
3255,Alexander Thomas,Spanish & Portuguese,4.3,6 ratings,84%,3.2
3256,James Slotta,Anthropology,4.6,43 ratings,92%,2.6
3257,Larry Speck,Architecture,4.6,176 ratings,92%,2.9
3258,Michael Aubrey,Chemistry,2.6,11 ratings,100%,4
3259,Li Yang,Asian Studies,5.0,1 ratings,100%,3
3260,Glenn Downing,Computer Science,4.5,1045 ratings,91%,3.5
3261,Randolph Wilt,Business,4.7,37 ratings,100%,2.1
3262,Devrim Ikizler,Economics,3.1,18 ratings,90%,4.1
3263,Hannes Mandel,Languages,5.0,7 ratings,100%,2.6
3264,David Buss,Psychology,4.3,42 ratings,90%,3.1
3265,Cindy Meston,Psychology,4.4,68 ratings,94%,3
3266,Jeremi Suri,History,3.7,50 ratings,58%,3.8
3267,Ann Thijs,Biology,3.1,91 ratings,59%,3.1
3268,Lauren Blondeau,Mathematics,4.6,51 ratings,92%,2.5
3269,Honoria Starbuck,Fine Arts,2.8,12 ratings,59%,1.3
3270,Krystle Zuniga,Nutrition,3.5,2 ratings,100%,2.5
3271,Matthew Hebdon,Civil Engineering,4.0,1 ratings,100%,4
3272,Sara Simons,Theatre & Dance,0.0,0 ratings,100%,0
3273,Prateek Shah,Finance,0.0,0 ratings,N/A,0
3274,Joe Cutbirth,Communication,4.2,25 ratings,89%,3.4
3275,William Stagner,Mathematics,4.0,1 ratings,100%,5
3276,Connie Rosati,Philosophy,3.5,2 ratings,100%,4.5
3277,Hallie Speranza,Human Dev & Family Sciences,4.6,54 ratings,98%,1.5
3278,Rayan Bagchi,Management,1.4,18 ratings,50%,4.3
3279,Henry Brands,History,4.8,32 ratings,97%,2.2
3280,Stephen Walker,Statistics,3.5,2 ratings,100%,4
3281,Arcelia Hernandez,Education,0.0,0 ratings,N/A,0
3282,Shannon Provost,Statistics,2.3,178 ratings,36%,3.9
3283,Anindita Bardhan,Accounting,3.3,35 ratings,71%,3.7
3284,Tom Willett,Film,3.0,1 ratings,100%,2
3285,Diane Bryant,Education,1.0,2 ratings,N/A,1.5
3286,Hans Koch,Mathematics,2.5,21 ratings,40%,4.2
3287,Anita Israni,Mathematics,4.9,23 ratings,96%,2.2
3288,Joseph Beaman,Engineering,3.4,16 ratings,85%,1.2
3289,Kathrine Grooms,Economics,0.0,0 ratings,N/A,0
3290,David Verduzco,Business,3.3,185 ratings,62%,3.3
3291,Jose Alvarado,Physics,2.6,11 ratings,50%,3.9
3292,Daniel Neuhann,Finance,5.0,4 ratings,100%,2.8
3293,Jeehyun Lim,English,2.0,2 ratings,100%,3
3294,D. slesnick,Economics,2.7,12 ratings,100%,4.5
3295,Gigi Awad,Psychology,4.6,6 ratings,100%,3.2
3296,Pratibha Saxena,Biology,2.9,13 ratings,67%,4.2
3297,Ricardo Castro,Spanish & Portuguese,5.0,4 ratings,100%,3
3298,Ahmed Gheith,Computer Science,4.5,50 ratings,89%,4.6
3299,Keenan Kidwell,Mathematics,4.9,137 ratings,100%,2.5
3300,Elizabeth Adams,Classics,4.6,14 ratings,100%,2.7
3301,Scott Stroud,Communication,4.8,5 ratings,75%,2.4
3302,Audrey Duarte,Psychology,1.0,1 ratings,N/A,4
3303,Mike Boylan-Kolchin,Astronomy,3.9,24 ratings,83%,2.9
3304,James Pennebaker,Psychology,4.1,39 ratings,34%,3
3305,Natalie Stroud,Communication,0.0,0 ratings,N/A,0
3306,Andrew Loveridge,Physics,2.8,49 ratings,57%,3.6
3307,Beth Hedrick,English,3.8,42 ratings,63%,3.5
3308,Richard Matzner,Physics,2.6,17 ratings,43%,3.1
3309,Paola Sotelo,Chemistry,3.1,79 ratings,63%,3.4
3310,Brent Landau,Religion,4.6,70 ratings,95%,1.7
3311,Elizabeth Labate,First Year Experience,0.0,0 ratings,N/A,0
3312,Jennifer Beavers,Music,4.3,3 ratings,N/A,3
3313,David Sibley,Economics,4.1,20 ratings,100%,2.6
3314,Robert Duvic,Finance,2.6,66 ratings,52%,3.9
3315,Stacy Sparks,Chemistry,3.9,201 ratings,83%,3.3
3316,Anthony Dudo,Advertising,4.5,68 ratings,90%,3
3317,Christina Burke,Journalism,2.3,3 ratings,100%,3.7
3318,Michael Baldea,Engineering,2.8,2 ratings,100%,4
3319,Jared Murray,Business,2.2,5 ratings,34%,4.8
3320,Yan Leng,Management & Info Systems,4.0,17 ratings,100%,3.5
3321,Tasha Philpot,Government,2.6,22 ratings,27%,3.5
3322,Sibum Sung,Biology,2.4,16 ratings,59%,3.4
3323,Fatima Fakhreddine,Chemistry,4.5,206 ratings,93%,3.4
3324,Sharon Waite,Political Science,0.0,0 ratings,N/A,0
3325,Andrew Gaudet,Psychology,3.5,2 ratings,100%,2.5
3326,Mikyung Han,Computer Science,3.0,27 ratings,50%,4.3
3327,Patricia Garcia,English,4.6,31 ratings,97%,2.2
3328,Laura Altuzar-Villafuerte,Mathematics,3.6,52 ratings,75%,3.3
3329,Matthias Kehrig,Economics,3.4,8 ratings,60%,4
3330,Jennifer Fritz,Biology,3.4,232 ratings,59%,3.5
3331,Aileen Bumphus,First Year Experience,0.0,0 ratings,N/A,0
3332,Clint Tuttle,Business,4.1,174 ratings,82%,3.1
3333,David Laude,Chemistry,4.4,317 ratings,94%,2.7
3334,Wayne Geerling,Economics,4.4,25 ratings,100%,3.1
3335,Jan Machart,Biology,3.5,46 ratings,63%,4.1
3336,Rhonda Evans Case,Government,4.4,12 ratings,89%,3.3
3337,Hannah Luckenheimer,Psychology,0.0,0 ratings,N/A,0
3338,Jeremiah McCallister,Engineering,3.0,1 ratings,100%,4
3339,Cynthia Labrake,Chemistry,3.2,128 ratings,61%,3.3
3340,Herbert Miller,Marketing,2.7,63 ratings,45%,2.8
3341,Devangi Parikh,Computer Science,3.8,59 ratings,81%,3.1
3342,Jay Brown,Health Science,3.8,12 ratings,100%,1.8
3343,Jonathan Seefeldt,Asian Studies,0.0,0 ratings,N/A,0
3344,Taylor Canann,Finance,0.0,0 ratings,N/A,0
3345,Prathiba Saxena,Biology,1.9,93 ratings,20%,4.4
3346,Jaime Barnes,Geology,4.5,32 ratings,87%,3.2
3347,Rui Huang,Engineering,3.6,11 ratings,64%,3.3
3348,Maxim Tsoi,Physics,2.6,38 ratings,43%,3.8
3349,Robert Olwell,History,3.8,81 ratings,79%,3.2
3350,Lisa Dobias,Advertising,3.4,32 ratings,61%,4.3
3351,Nick Enge,Kinesiology & Health,4.3,6 ratings,100%,1
3352,Di Wang,International Studies,4.6,10 ratings,84%,3.4
3353,Navid Saleh,Civil Engineering,3.3,6 ratings,80%,3.5
3354,Elizabeth Stepp,Mathematics,4.0,51 ratings,88%,2.8
3355,Justin Dragna,Chemistry,4.2,78 ratings,84%,2.5
3356,Becca Lewis,Anthropology,3.0,2 ratings,0%,4.5
3357,Eric McDaniel,Government,2.3,109 ratings,43%,3.8
3358,Ipek Sahinler,Writing,4.4,5 ratings,80%,1.6
3359,Judit Ries,Astronomy,2.0,57 ratings,17%,3.9
3360,Katherine Free,Theater,1.0,1 ratings,N/A,2
3361,Scott Stevens,Biology,3.3,46 ratings,59%,4.3
3362,Athanasio Papalexandrou,Fine Arts,4.2,41 ratings,94%,2.4
3363,Zong-Liang Yang,Geology,3.0,13 ratings,58%,3.3
3364,Charles Carson,Music,3.7,39 ratings,63%,2.6
3365,Zena Drakou,Management & Info Systems,3.3,15 ratings,86%,2.9
3366,Katie Pritchett,Business,3.0,26 ratings,47%,3.3
3367,Katherine Grooms,Economics,0.0,0 ratings,100%,0
3368,James Dyer,Business,4.0,3 ratings,100%,1.7
3369,Emilio Zamora,History,3.2,43 ratings,57%,1.6
3370,Zheliang Wang,Engineering,0.0,0 ratings,100%,0
3371,Evan Gee,Government,0.0,0 ratings,N/A,0
3372,Robert Moser,Engineering,0.0,0 ratings,N/A,0
3373,Laura Gonzalez,Biology,3.7,23 ratings,69%,2.9
3374,Athena Simpson,Management,2.1,22 ratings,100%,4.2
3375,Christopher Golubski,Mathematics,4.5,61 ratings,87%,2.9
3376,Stephany Coffman-Wolph,Computer Science,2.7,40 ratings,48%,2.7
3377,Kevin Williams,Marketing,2.3,35 ratings,46%,3.5
3378,Christopher Shriver,Mathematics,2.1,18 ratings,50%,4.6
3379,Tracy Wuster,Engineering,2.5,35 ratings,40%,3.5
3380,Gerard Wallace,Mathematics,2.0,13 ratings,45%,4.2
3381,Ernst-Ludwig Florin,Physics,3.1,26 ratings,79%,4.3
3382,Ryan Kelly,Engineering,0.0,0 ratings,N/A,0
3383,German Stefanich,Mathematics,3.2,13 ratings,92%,3.3
3384,Kendall Yamamoto,Business,0.0,0 ratings,N/A,0
3385,Dong-Ha Min,Marine Sciences,3.6,39 ratings,68%,3.3
3386,Jacob Doss,History,0.0,0 ratings,100%,0
3387,Vincent Viviani,Chemistry,0.0,0 ratings,N/A,0
3388,Chris Rossbach,Computer Science,4.3,4 ratings,100%,3.8
3389,Ken Shih,Physics,2.2,17 ratings,80%,3.9
3390,David Harwath,Computer Science,4.3,4 ratings,100%,2.3
3391,Shamoun Dima,Economics,2.2,47 ratings,44%,4.1
3392,Cole Holmes,Management,4.5,2 ratings,100%,2
3393,John Keto,Physics,1.7,22 ratings,24%,3.8
3394,Leonard Moore,History,4.3,187 ratings,96%,2.1
3395,Martha Maas,Biology,2.4,162 ratings,36%,3.6
3396,Katherine Freer,Design,2.0,1 ratings,N/A,1
3397,Nicole Murry,First Year Experience,4.9,17 ratings,100%,1.2
3398,Mk Haley,Fine Arts,2.3,3 ratings,50%,2.7
3399,Rostyslav Kravchenko,Mathematics,3.1,59 ratings,66%,3.3
3400,Shinko Harper,Mathematics,4.0,34 ratings,79%,2.9
3401,William Babler,Biology,4.3,28 ratings,100%,4
3402,Joshua Frens-String,History,4.5,20 ratings,89%,2.9
3403,Kyong Joo Hong,Statistics & Data Science,4.2,49 ratings,83%,2.5
3404,Robert Hankinson,Philosophy,1.5,15 ratings,17%,3.4
3405,Lesley Robinson,Management,0.0,0 ratings,N/A,0
3406,Fernanda Leite,Civil Engineering,5.0,4 ratings,100%,2.5
3407,Eric Anslyn,Chemistry,4.3,42 ratings,93%,3.8
3408,Timothy Brennan,Government,3.0,4 ratings,25%,4
3409,Deirdre Shoemaker,Physics,4.3,8 ratings,100%,3.1
3410,Lynn Katz,Engineering,2.6,14 ratings,56%,3.9
3411,"H. W. ""Bill"" Brands",History,4.6,116 ratings,96%,2.2
3412,Caitlin Gorback,Finance,1.1,9 ratings,N/A,4.4
3413,Joel Nibert,Mathematics,2.9,97 ratings,46%,3.8
3414,Lucianne Nelson,Humanities,0.0,0 ratings,N/A,0
3415,Francois Baccelli,Mathematics,1.0,3 ratings,0%,5
3416,David Rusin,Mathematics,2.5,76 ratings,44%,3.9
3417,Sriram Vishwanath,Engineering,1.5,30 ratings,45%,4.6
3418,Upasana Garnaik,Sociology,0.0,0 ratings,100%,0
3419,Venese Alcantar,Theatre & Dance,0.0,0 ratings,N/A,0
3420,Jasdeep Kaur,Kinesiology amp Health,5.0,1 ratings,100%,2
3421,Yifan Xu,Communication,0.0,0 ratings,N/A,0
3422,Jianlong Liu,Mathematics,1.0,1 ratings,N/A,3
3423,Kearstin Jacobson,Art History,0.0,0 ratings,N/A,0
3424,Edison Thomaz,Engineering,4.1,7 ratings,100%,2.6
3425,Zach Marshall,Management,0.0,0 ratings,N/A,0
3426,Joshua Fink,Business,0.0,0 ratings,N/A,0
3427,Oscar Gonzales,Mathematics,3.4,41 ratings,48%,3.4
3428,Taylor Canann,Economics,2.0,1 ratings,N/A,4
3429,David Quintanilla,Business,4.9,74 ratings,98%,2.9
3430,Matthew McConaughey,Film,4.8,12 ratings,92%,1.6
3431,David Kornhaber,English,4.8,25 ratings,100%,2
3432,James Patton,Education,4.8,36 ratings,96%,2.1
3433,Frank Shirley,Mathematics,2.3,142 ratings,34%,3.7
3434,Robert Moser,Political Science,3.7,154 ratings,70%,3.2
3435,Lydia CdeBaca-Cruz,English,2.6,73 ratings,84%,3.4
3436,Jacqueline Angel,Sociology,3.4,20 ratings,53%,2.7
3437,Thomas Struppeck,Mathematics,2.2,69 ratings,23%,3.8
3438,Patrick McDonald,Government,3.7,76 ratings,75%,3.1
3439,Laurie Green,History,2.5,19 ratings,30%,2.7
3440,Shilin Lai,Mathematics,2.3,15 ratings,100%,4.5
3441,Kathleen McElroy,Journalism,4.4,5 ratings,100%,1.8
3442,Lilia Rosas,Mexican American Studies,2.1,14 ratings,29%,3.5
3443,Rachel Wellhausen,Government,4.0,34 ratings,92%,2.8
3444,Katrin Erk,Linguistics,4.1,7 ratings,84%,2.9
3445,Courtney Handman,Anthropology,3.3,14 ratings,89%,2.6
3446,Laura Lashinger,Nutrition,2.7,30 ratings,48%,4.1
3447,Sook Hyun Park,Statistics,3.2,9 ratings,84%,2.6
3448,Sina Khani,Computer Science,1.2,20 ratings,50%,4.8
3449,Juncai He,Mathematics,4.6,5 ratings,75%,2.4
3450,Kasia Dinkeloo,Chemistry,5.0,9 ratings,100%,2.3
3451,Thomas Wiseman,Economics,4.2,73 ratings,90%,3.2
3452,Cossy Hough,Social Work,4.8,5 ratings,100%,1.8
3453,Valerie Bencivenga,Economics,2.2,96 ratings,26%,4.1
3454,Saori Suto,Languages,0.0,0 ratings,100%,0
3455,Midori Tanaka,Languages,4.5,20 ratings,92%,2.7
3456,Andrey Ordin,Finance,0.0,0 ratings,N/A,0
3457,Adam Manda,Anthropology,0.0,0 ratings,N/A,0
3458,Jesse Cline,Graphic Arts,1.6,11 ratings,34%,3.7
3459,Keith Johnston,Engineering,3.3,3 ratings,100%,3.3
3460,Dean Almy,Architecture,0.0,0 ratings,N/A,0
3461,Aaron Benda,Mathematics,0.0,0 ratings,N/A,0
3462,Jonathan Waknine,English,0.0,0 ratings,N/A,0
3463,Mohit Mehta,Education,2.5,4 ratings,100%,3.8
3464,Irene Arias Quintero,Spanish & Portuguese,0.0,0 ratings,N/A,0
3465,Anthony Conway,Mathematics,0.0,0 ratings,N/A,0
3466,Nicolas Estevez,Fine Arts,0.0,0 ratings,N/A,0
3467,Joshua Jones,Religion,0.0,0 ratings,N/A,0
3468,PRATIMA GOPALAKRISHNAN,Classics,0.0,0 ratings,N/A,0
3469,Doran Raccah,Chemistry,0.0,0 ratings,N/A,0
3470,Marius Ring,Finance,1.0,1 ratings,N/A,5
3471,Eve Prilipko,Management,4.8,79 ratings,100%,2.2
3472,John Markert,Physics,4.9,26 ratings,95%,3.1
3473,Conrad Fjetland,Chemistry,3.6,51 ratings,86%,3.4
3474,Ben Seeger,Mathematics,3.9,16 ratings,100%,3.4
3475,Lorraine Pangle,Political Science,3.6,14 ratings,67%,3.9
3476,Ayse Gursoy,Information Science,0.0,0 ratings,N/A,0
3477,Iokepa Casumbal-Salazar,Anthropology,0.0,0 ratings,N/A,0
3478,Enrique Dávila,Mexican American Studies,0.0,0 ratings,N/A,0
3479,JoAnn Sciarrino,Marketing,0.0,0 ratings,N/A,0
3480,Caroline Faria,Geography,4.4,36 ratings,85%,2.8
3481,Brianna McCaslin,Sociology,1.0,1 ratings,N/A,4
3482,Chelsea Privette,Communication,0.0,0 ratings,N/A,0
3483,Shravan Narayan,Computer Science,0.0,0 ratings,N/A,0
3484,Marcel Brousseau,Mexican American Studies,4.6,10 ratings,100%,2.3
3485,Joel Cobb,Business,0.0,0 ratings,N/A,0
3486,Signe Fourmy,History,3.6,29 ratings,100%,3.8
3487,Linda Mullenix,Law,0.0,0 ratings,N/A,0
3488,Jens Dammann,Law,0.0,0 ratings,N/A,0
3489,Ward Farnsworth,Law,0.0,0 ratings,N/A,0
3490,Lori Mason,Law,0.0,0 ratings,N/A,0
3491,Michael Brandl,Economics,3.6,59 ratings,75%,4.3
3492,Alessandro (Alex) Rezende de Macedo,Mathematics,4.4,139 ratings,99%,2.9
3493,Alan Lloyd,Biology,3.3,22 ratings,65%,2.9
3494,Betsy Berry,English,4.1,69 ratings,87%,2.5
3495,Jim Bull,Science,3.7,36 ratings,77%,2.8
3496,Simone Browne,Sociology,4.6,16 ratings,94%,3.3
3497,Adam Bush,Biomedical Engineering,2.8,14 ratings,100%,3.6
3498,Victor Eijkhout,Engineering Science amp Mechanics,3.0,2 ratings,100%,3.5
3499,Amrita Kaur,Computer Science,0.0,0 ratings,N/A,0
3500,Adam McCormick,Social Work,5.0,1 ratings,100%,2
3501,Maulik Pandya,Business,4.0,1 ratings,100%,2
3502,Tavish Dunn,Mathematics,0.0,0 ratings,N/A,0
3503,Steve Brister,Marketing,2.4,18 ratings,50%,3.8
3504,Oyvind Bjoru,Languages & Literatures,5.0,10 ratings,100%,2.3
3505,Chad Landis,"Engineering, Science, & Mechanics",4.2,44 ratings,89%,3.5
3506,Randy Machemehl,Civil Engineering,3.0,1 ratings,100%,2
3507,Mary Kirisits,Engineering,3.4,8 ratings,100%,3.8
3508,Ramesh Yerraballi,Engineering,4.4,77 ratings,90%,3.2
3509,Hector Lomeli,Mathematics,3.6,81 ratings,76%,3.3
3510,Arlene Rosen,Anthropology,3.6,12 ratings,67%,2.4
3511,Nicolas Reyes,Mathematics,4.3,54 ratings,89%,2.1
3512,Sonia Seeman,Music,1.7,12 ratings,50%,3.8
3513,Gustavo Cepparo,Mathematics,4.4,137 ratings,90%,3.3
3514,Matthew Bowers,Kinesiology & Health,4.9,46 ratings,98%,2
3515,Tanya Coakley,Nursing,5.0,4 ratings,100%,1
3516,Cory Reed,Spanish Portuguese,3.8,18 ratings,77%,3.5
3517,Kristin Harvey,Mathematics,4.7,82 ratings,93%,2.3
3518,Devin Walker,Ethnic Studies,4.8,38 ratings,100%,1.4
3519,Jazmine Wells,Writing,4.3,4 ratings,100%,2.3
3520,K. Sata Sathasivan,Biology,3.8,283 ratings,76%,3.3
3521,Evan Carton,Literature,3.5,26 ratings,54%,3
3522,Terrence Allen,Social Work,2.9,4 ratings,50%,1.8
3523,Roberto martin martin,Computer Science,0.0,0 ratings,N/A,0
3524,Sara Villanueva,Human Dev & Family Sciences,5.0,1 ratings,100%,3
3525,Antonio Sosa,Government,0.0,0 ratings,N/A,0
3526,Jesse Zou,Computer Science,0.0,0 ratings,N/A,0
3527,Daniel Dickinson,Biology,4.8,16 ratings,94%,4.6
3528,Amanda Garrett,Biology,0.0,0 ratings,N/A,0
3529,Joshua Keena,Engineering,0.0,0 ratings,N/A,0
3530,Christine Williams,Sociology,3.6,14 ratings,100%,3.8
3531,Alison Norman,Computer Science,2.4,98 ratings,60%,4.7
3532,Elizabeth Hanson Smith,Business,2.1,20 ratings,50%,4.3
3533,Kirk Lynn,Theater,5.0,20 ratings,100%,2
3534,Sanjay Shakkottai,Engineering,3.8,4 ratings,67%,4
3535,Ellen Alley,Communication,0.0,0 ratings,N/A,0
3536,Elizabeth Munoz,Human Dev & Family Sciences,0.0,0 ratings,N/A,0
3537,Steve Rashin,Statistics,3.0,1 ratings,N/A,3
3538,Patricia Chen,Education,5.0,1 ratings,100%,3
3539,Mara McNiff,Art History,0.0,0 ratings,N/A,0
3540,Scott Stevens,Chemistry,0.0,0 ratings,N/A,0
3541,Mona Mehdy,Biology,3.8,5 ratings,75%,3.8
3542,Andrei Straumanis,Chemistry,3.0,556 ratings,51%,4.2
3543,Cornel Olariu,Geology,0.0,0 ratings,N/A,0
3544,Marion Wong,Film,0.0,0 ratings,100%,0
3545,Edward Garza,Languages,5.0,1 ratings,100%,3
3546,Gene McDonald,Biology,0.0,0 ratings,100%,0
3547,Manda Adam,Anthropology,0.0,0 ratings,N/A,0
3548,Darla Grimes,Nursing,5.0,1 ratings,100%,2
3549,Matthew McGlone,Communication,2.4,44 ratings,43%,3.8
3550,Lee Ann Kahlor,Advertising,4.5,102 ratings,89%,2.5
3551,NNEKA IBEKWE-OKAFOR,Mathematics,0.0,0 ratings,N/A,0
3552,Deirdre Klokow,History,4.0,1 ratings,100%,3
3553,Tina Curran,Theatre & Dance,0.0,0 ratings,N/A,0
3554,Olivia Gellar,Communication,0.0,0 ratings,N/A,0
3555,Charles Mills,Mathematics,3.4,107 ratings,77%,3
3556,Heidi Toprac,Finance,4.4,48 ratings,92%,3.5
3557,Justin Gordon,Theatre & Dance,0.0,0 ratings,N/A,0
3558,Kristin Sharp,Social Work,5.0,1 ratings,100%,2
3559,Jacob Stewart-Halevy,Art History,0.0,0 ratings,N/A,0
3560,Douglas Cushing,Art History,4.8,8 ratings,88%,3.1
3561,Erin Osterhaus,Languages,5.0,1 ratings,100%,3
3562,Mary Bock,Journalism,2.3,6 ratings,40%,3.8
3563,Drew Hays,Nutrition,4.2,32 ratings,82%,2.3
3564,Nina Gary,Writing,5.0,1 ratings,100%,1
3565,Jay Whitehead,Mathematics,5.0,4 ratings,100%,2.3
3566,Heather Leidy,Nutrition,4.4,59 ratings,99%,1.7
3567,Kenneth Greene,Government,3.4,46 ratings,74%,3.6
3568,Charles Holahan,Psychology,4.7,13 ratings,100%,2.9
3569,Madeline Hsu,Asian Studies,2.3,26 ratings,32%,3.5
3570,Elizabeth Richmond-Garza,English,4.2,135 ratings,79%,3.2
3571,Adela Timmons,Psychology,5.0,5 ratings,100%,2.4
3572,Yaguo Wang,Engineering,3.2,15 ratings,59%,3.5
3573,Emmett Witchel,Computer Science,3.6,11 ratings,72%,3.4
3574,Carlee Baker,English,0.0,0 ratings,N/A,0
3575,Robert E. Lee,Mathematics,3.4,103 ratings,27%,3.1
3576,Arley Larson,Agriculture,2.7,42 ratings,25%,4
